X,Y,Z
0.340455,-0.014238,0.650939
0.340452,-0.014230,0.650899
0.340449,-0.014222,0.650860
0.340446,-0.014215,0.650821
0.340442,-0.014208,0.650783
0.340439,-0.014201,0.650745
0.340435,-0.014196,0.650708
0.340431,-0.014190,0.650671
0.340427,-0.014185,0.650634
0.340423,-0.014181,0.650598
0.340418,-0.014177,0.650563
0.340414,-0.014174,0.650528
0.340409,-0.014171,0.650493
0.340403,-0.014169,0.650459
0.340398,-0.014167,0.650426
0.340392,-0.014166,0.650393
0.340386,-0.014166,0.650360
0.340379,-0.014166,0.650329
0.340372,-0.014167,0.650297
0.340365,-0.014168,0.650267
0.340358,-0.014170,0.650237
0.340350,-0.014173,0.650207
0.340341,-0.014176,0.650179
0.340332,-0.014180,0.650150
0.340323,-0.014185,0.650123
0.340313,-0.014191,0.650096
0.340303,-0.014197,0.650070
0.340293,-0.014204,0.650044
0.340282,-0.014211,0.650019
0.340270,-0.014219,0.649995
0.340258,-0.014228,0.649971
0.340246,-0.014238,0.649948
0.340233,-0.014248,0.649926
0.340219,-0.014259,0.649905
0.340205,-0.014271,0.649884
0.340190,-0.014283,0.649864
0.340175,-0.014297,0.649844
0.340160,-0.014310,0.649826
0.340143,-0.014325,0.649808
0.340126,-0.014340,0.649790
0.340109,-0.014356,0.649774
0.340091,-0.014373,0.649758
0.340072,-0.014390,0.649743
0.340053,-0.014409,0.649729
0.340034,-0.014427,0.649715
0.340013,-0.014447,0.649702
0.339992,-0.014467,0.649690
0.339971,-0.014488,0.649678
0.339948,-0.014509,0.649668
0.339925,-0.014531,0.649658
0.339902,-0.014554,0.649648
0.339878,-0.014578,0.649640
0.339853,-0.014602,0.649632
0.339828,-0.014626,0.649625
0.339802,-0.014652,0.649619
0.339775,-0.014678,0.649613
0.339748,-0.014704,0.649608
0.339720,-0.014731,0.649604
0.339691,-0.014759,0.649601
0.339662,-0.014787,0.649598
0.339632,-0.014816,0.649596
0.339602,-0.014845,0.649594
0.339571,-0.014875,0.649594
0.339539,-0.014906,0.649594
0.339507,-0.014937,0.649594
0.339474,-0.014968,0.649596
0.339440,-0.015000,0.649598
0.339406,-0.015033,0.649601
0.339371,-0.015066,0.649604
0.339336,-0.015099,0.649608
0.339300,-0.015133,0.649613
0.339263,-0.015167,0.649618
0.339226,-0.015202,0.649624
0.339188,-0.015237,0.649631
0.339149,-0.015272,0.649638
0.339110,-0.015308,0.649646
0.339070,-0.015344,0.649655
0.339030,-0.015380,0.649664
0.338989,-0.015417,0.649674
0.338948,-0.015454,0.649684
0.338906,-0.015491,0.649695
0.338863,-0.015529,0.649706
0.338820,-0.015567,0.649718
0.338777,-0.015605,0.649731
0.338733,-0.015643,0.649744
0.338688,-0.015682,0.649758
0.338643,-0.015720,0.649772
0.338597,-0.015759,0.649787
0.338551,-0.015798,0.649802
0.338505,-0.015838,0.649818
0.338457,-0.015877,0.649834
0.338410,-0.015916,0.649850
0.338362,-0.015956,0.649868
0.338313,-0.015996,0.649885
0.338265,-0.016035,0.649903
0.338215,-0.016075,0.649922
0.338165,-0.016115,0.649941
0.338115,-0.016155,0.649960
0.338065,-0.016194,0.649980
0.338014,-0.016234,0.650000
0.337963,-0.016274,0.650020
0.337911,-0.016314,0.650041
0.337859,-0.016353,0.650063
0.337807,-0.016393,0.650084
0.337754,-0.016432,0.650106
